query_name	pubchem_cid	first_synonym	smiles	inchi	inchikey	molecular_formula	molecular_weight	status	metabolite_name
Tropic acid	10726.0	TROPIC ACID	C1=CC=C(C=C1)C(CO)C(=O)O	InChI=1S/C9H10O3/c10-6-8(9(11)12)7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)	JACRWUWPXAESPB-UHFFFAOYSA-N	C9H10O3	166.17	found	Spectral Match to Tropic acid from NIST14
Dopamine_Pentadecanal (known isomers: 1; isobaric peaks in run: 3)								not_found	Dopamine_Pentadecanal (known isomers: 1; isobaric peaks in run: 3)
 Tris(1-chloro-2-propyl)phosphate|Tris(1-chloropropan-2-yl) phosphate								not_found	MassbankEU:SM881002 Tris(1-chloro-2-propyl)phosphate|Tris(1-chloropropan-2-yl) phosphate
 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide								not_found	MassbankEU:SM876702 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide
(S)-1-carbamoylpyrrolidine-2-carboxylic acid	217338.0	(2S)-1-carbamoylpyrrolidine-2-carboxylic acid	C1CC(N(C1)C(=O)N)C(=O)O	InChI=1S/C6H10N2O3/c7-6(11)8-3-1-2-4(8)5(9)10/h4H,1-3H2,(H2,7,11)(H,9,10)/t4-/m0/s1	RTNFBJXLYMERBB-BYPYZUCNSA-N	C6H10N2O3	158.16	found	(S)-1-carbamoylpyrrolidine-2-carboxylic acid
Proline	145742.0	L-proline	C1CC(NC1)C(=O)O	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	ONIBWKKTOPOVIA-BYPYZUCNSA-N	C5H9NO2	115.13	found	Proline
4-O-.beta.-Galactopyranosyl-D-mannopyranose	91746262.0	RefChem:723914	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3?,4?,5-,6?,7?,8+,9-,10+,11-,12-/m0/s1	GUBGYTABKSRVRQ-TUTXPGRXSA-N	C12H22O11	342.3	found	Spectral Match to 4-O-.beta.-Galactopyranosyl-D-mannopyranose from NIST14
dAMP	12599.0	653-63-4	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1	KHWCHTKSEGGWEX-RRKCRQDMSA-N	C10H14N5O6P	331.22	found	dAMP CollisionEnergy:102040
L-(?)-Arabitol - 40.0 eV								not_found	L-(?)-Arabitol - 40.0 eV
Contaminant vial septum ThermoFisher C5000-44B								not_found	Contaminant vial septum ThermoFisher C5000-44B
Neuberg ester	69507.0	fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O	InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1	GSXOAOHZAIYLCY-HSUXUTPPSA-N	C6H13O9P	260.14	found	Neuberg ester CollisionEnergy:102040
Citraconic acid - 40.0 eV								not_found	Citraconic acid - 40.0 eV
URACIL	1174.0	uracil	C1=CNC(=O)NC1=O	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	ISAKRJDGNUQOIC-UHFFFAOYSA-N	C4H4N2O2	112.09	found	URACIL
TYROSINE	6057.0	L-tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	OUYCCCASQSFEME-QMMMGPOBSA-N	C9H11NO3	181.19	found	TYROSINE
ectoine	126041.0	ectoine	CC1=NCCC(N1)C(=O)O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	WQXNXVUDBPYKBA-YFKPBYRVSA-N	C6H10N2O2	142.16	found	ectoine CollisionEnergy:102040
BENZYL ACETIC ACID								not_found	BENZYL ACETIC ACID
5025-82-1	98928.0	3-Acetylthiazolidine-4-carboxylic acid	CC(=O)N1CSCC1C(=O)O	InChI=1S/C6H9NO3S/c1-4(8)7-3-11-2-5(7)6(9)10/h5H,2-3H2,1H3,(H,9,10)	WXTBYSIPOKXCPM-UHFFFAOYSA-N	C6H9NO3S	175.21	found	5025-82-1
D-mannitol	6251.0	D-mannitol	C(C(C(C(C(CO)O)O)O)O)O	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1	FBPFZTCFMRRESA-KVTDHHQDSA-N	C6H14O6	182.17	found	D-mannitol CollisionEnergy:102040
D-(+)-tryptophan - 40.0 eV								not_found	D-(+)-tryptophan - 40.0 eV
83-88-5	493570.0	riboflavin	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1	AUNGANRZJHBGPY-SCRDCRAPSA-N	C17H20N4O6	376.4	found	83-88-5 CollisionEnergy:102040
10-methylacridone	69751.0	10-Methylacridin-9(10H)-one	CN1C2=CC=CC=C2C(=O)C3=CC=CC=C31	InChI=1S/C14H11NO/c1-15-12-8-4-2-6-10(12)14(16)11-7-3-5-9-13(11)15/h2-9H,1H3	XUVKSPPGPPFPQN-UHFFFAOYSA-N	C14H11NO	209.24	found	10-methylacridone
0327_Tris(1-chloro-2-propyl)phosphate								not_found	0327_Tris(1-chloro-2-propyl)phosphate
Pyridoxine (known structural isomers: 1; isobaric peaks in run: 0)								not_found	Pyridoxine (known structural isomers: 1; isobaric peaks in run: 0)
Indazole-3-carboxylic acid (Chimeric precursor selection)								not_found	Indazole-3-carboxylic acid (Chimeric precursor selection)
N6-isopentyl adenosine								not_found	N6-isopentyl adenosine CollisionEnergy:205060
2-aminoethylphosphonic_pyruvate (known isomers: 0; isobaric peaks in run: 0)								not_found	2-aminoethylphosphonic_pyruvate (known isomers: 0; isobaric peaks in run: 0)
azelaic acid	2266.0	azelaic acid	C(CCCC(=O)O)CCCC(=O)O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	BDJRBEYXGGNYIS-UHFFFAOYSA-N	C9H16O4	188.22	found	azelaic acid
D-(+)-Cellobiose	439178.0	cellobiose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12+/m1/s1	GUBGYTABKSRVRQ-CUHNMECISA-N	C12H22O11	342.3	found	D-(+)-Cellobiose
PG(16:0/0:0); [M-H]- C22H44O9P1								not_found	PG(16:0/0:0); [M-H]- C22H44O9P1
Hydroxytyrosol (known structural isomers: 0; isobaric peaks in run: 1)								not_found	Hydroxytyrosol (known structural isomers: 0; isobaric peaks in run: 1)
 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one								not_found	Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one
Maltose	439186.0	maltose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1	GUBGYTABKSRVRQ-PICCSMPSSA-N	C12H22O11	342.3	found	Spectral Match to Maltose from NIST14
"""(+)-Nootkatone, crystalline, 98+%"""								not_found	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""
Dibutyl phthalate	3026.0	dibutyl phthalate	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	DOIRQSBPFJWKBE-UHFFFAOYSA-N	C16H22O4	278.34	found	Spectral Match to Dibutyl phthalate from NIST14
D-Tryptophan	9060.0	D-Tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s1	QIVBCDIJIAJPQS-SECBINFHSA-N	C11H12N2O2	204.22	found	D-Tryptophan CollisionEnergy:205060
6-(hydroxymethyl)pyridin-3-ol	419490.0	5-hydroxy-2-hydroxymethylpyridine	C1=CC(=NC=C1O)CO	InChI=1S/C6H7NO2/c8-4-5-1-2-6(9)3-7-5/h1-3,8-9H,4H2	NESFDGDRYVANBC-UHFFFAOYSA-N	C6H7NO2	125.13	found	6-(hydroxymethyl)pyridin-3-ol
Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium								not_found	Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium
NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate	45360040.0	CHEBI:143757	CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4CC(=C3)CO)C)O)OC(=O)C)O	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	WZYGIALDVOKLLL-UHFFFAOYSA-N	C22H30O6	390.5	found	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate
Triethanolamine	7618.0	TRIETHANOLAMINE	C(CO)N(CCO)CCO	InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2	GSEJCLTVZPLZKY-UHFFFAOYSA-N	C6H15NO3	149.19	found	Spectral Match to Triethanolamine from NIST14
119-47-1	8398.0	119-47-1	CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O	InChI=1S/C23H32O2/c1-14-9-16(20(24)18(11-14)22(3,4)5)13-17-10-15(2)12-19(21(17)25)23(6,7)8/h9-12,24-25H,13H2,1-8H3	KGRVJHAUYBGFFP-UHFFFAOYSA-N	C23H32O2	340.5	found	119-47-1 CollisionEnergy:205060
13-Docosenamide, (Z)-	5365371.0	ERUCAMIDE	CCCCCCCCC=CCCCCCCCCCCCC(=O)N	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	UAUDZVJPLUQNMU-KTKRTIGZSA-N	C22H43NO	337.6	found	Spectral Match to 13-Docosenamide, (Z)- from NIST14
UDP-GlcNAc	445675.0	URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/t7-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1	LFTYTUAZOPRMMI-CFRASDGPSA-N	C17H27N3O17P2	607.4	found	UDP-GlcNAc CollisionEnergy:102040
Leu-Trp	329275.0	DTXSID20965889	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N	InChI=1S/C17H23N3O3/c1-10(2)7-13(18)16(21)20-15(17(22)23)8-11-9-19-14-6-4-3-5-12(11)14/h3-6,9-10,13,15,19H,7-8,18H2,1-2H3,(H,20,21)(H,22,23)	BQVUABVGYYSDCJ-UHFFFAOYSA-N	C17H23N3O3	317.4	found	Spectral Match to Leu-Trp from NIST14
2-AMINOBUTYRIC ACID	6657.0	2835-81-6	CCC(C(=O)O)N	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)	QWCKQJZIFLGMSD-UHFFFAOYSA-N	C4H9NO2	103.12	found	2-AMINOBUTYRIC ACID
tryptophan	6305.0	L-tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	QIVBCDIJIAJPQS-VIFPVBQESA-N	C11H12N2O2	204.22	found	tryptophan CollisionEnergy:205060
2'-deoxycytidine	13711.0	2'-deoxycytidine	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O	InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	C9H13N3O4	227.22	found	2'-deoxycytidine CollisionEnergy:102040
Z1839007324	139007712.0	Z1839007324	CC(C)(C)N1C=C(N=N1)C(=O)NCC2CCCCO2	InChI=1S/C13H22N4O2/c1-13(2,3)17-9-11(15-16-17)12(18)14-8-10-6-4-5-7-19-10/h9-10H,4-8H2,1-3H3,(H,14,18)	UYDDGIYHJLYEEJ-UHFFFAOYSA-N	C13H22N4O2	266.34	found	Z1839007324
PHOSPHO(ENOL)PYRUVIC ACID - 30.0 eV								not_found	PHOSPHO(ENOL)PYRUVIC ACID - 30.0 eV
Cer(d18:0/0:0); [M+H]+ C18H40N1O2								not_found	Cer(d18:0/0:0); [M+H]+ C18H40N1O2
Avobenzone	51040.0	Avobenzone	CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC	InChI=1S/C20H22O3/c1-20(2,3)16-9-5-14(6-10-16)18(21)13-19(22)15-7-11-17(23-4)12-8-15/h5-12H,13H2,1-4H3	XNEFYCZVKIDDMS-UHFFFAOYSA-N	C20H22O3	310.4	found	Avobenzone
Octinoxate	5355130.0	Octinoxate	CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC	InChI=1S/C18H26O3/c1-4-6-7-15(5-2)14-21-18(19)13-10-16-8-11-17(20-3)12-9-16/h8-13,15H,4-7,14H2,1-3H3/b13-10+	YBGZDTIWKVFICR-JLHYYAGUSA-N	C18H26O3	290.4	found	Octinoxate
1-Hexadecylpyridinium	2683.0	CETYLPYRIDINIUM	CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	InChI=1S/C21H38N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22/h15,17-18,20-21H,2-14,16,19H2,1H3/q+1	NEUSVAOJNUQRTM-UHFFFAOYSA-N	C21H38N+	304.5	found	Spectral Match to 1-Hexadecylpyridinium from NIST14
Lys-Leu	7016103.0	Lysyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCCCN)N	InChI=1S/C12H25N3O3/c1-8(2)7-10(12(17)18)15-11(16)9(14)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t9-,10-/m0/s1	ATIPDCIQTUXABX-UWVGGRQHSA-N	C12H25N3O3	259.35	found	Spectral Match to Lys-Leu from NIST14
DEG (16:1/16:1)								not_found	DEG (16:1/16:1)
Spisulosine [CCS=192.459]								not_found	Spisulosine [CCS=192.459]
Glycan N-Acetyllactosamine								not_found	Spectral Match to Glycan N-Acetyllactosamine from NIST14
 N,N-Dimethyldecylamine|N,N-dimethyldecan-1-amine								not_found	Massbank:AU285406 N,N-Dimethyldecylamine|N,N-dimethyldecan-1-amine
4432-31-9	78165.0	4432-31-9	C1COCCN1CCS(=O)(=O)O	InChI=1S/C6H13NO4S/c8-12(9,10)6-3-7-1-4-11-5-2-7/h1-6H2,(H,8,9,10)	SXGZJKUKBWWHRA-UHFFFAOYSA-N	C6H13NO4S	195.24	found	4432-31-9
Arginine_(L-)								not_found	Arginine_(L-)
RAFFINOSE	439242.0	RAFFINOSE	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O	InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1	MUPFEKGTMRGPLJ-ZQSKZDJDSA-N	C18H32O16	504.4	found	RAFFINOSE
Candidate Phenylalanine-C18:0 (delta mass:266.2615)								not_found	Candidate Phenylalanine-C18:0 (delta mass:266.2615)
Tetradecylamine	16217.0	Tetradecylamine	CCCCCCCCCCCCCCN	InChI=1S/C14H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-15H2,1H3	PLZVEHJLHYMBBY-UHFFFAOYSA-N	C14H31N	213.4	found	Spectral Match to Tetradecylamine from NIST14
 Tebuconazole (TEB)|Tebuconazole|1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol								not_found	Massbank:ET250001 Tebuconazole (TEB)|Tebuconazole|1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol
Hexanedioic acid, bis(2-ethylhexyl) ester	7641.0	BIS(2-ETHYLHEXYL) ADIPATE	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3	SAOKZLXYCUGLFA-UHFFFAOYSA-N	C22H42O4	370.6	found	Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14
Perillaldehyde	16441.0	PERILLALDEHYDE	CC(=C)C1CCC(=CC1)C=O	InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3	RUMOYJJNUMEFDD-UHFFFAOYSA-N	C10H14O	150.22	found	Spectral Match to Perillaldehyde from NIST14
AC1L1X1Z								not_found	AC1L1X1Z CollisionEnergy:205060
EMBELIN	3218.0	EMBELIN	CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O	InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3	IRSFLDGTOHBADP-UHFFFAOYSA-N	C17H26O4	294.4	found	EMBELIN
Dimethenamid_CE15								not_found	Dimethenamid_CE15
Cinnamic acid (known structural isomers: 1; isobaric peaks in run: 1)								not_found	Cinnamic acid (known structural isomers: 1; isobaric peaks in run: 1)
3-Amino-Beta-Pinene	3612673.0	3-AMINO-beta-PINENE	CC1(C2CC1C(=C)C(C2)N)C	InChI=1S/C10H17N/c1-6-8-4-7(5-9(6)11)10(8,2)3/h7-9H,1,4-5,11H2,2-3H3	ZEKALTOSWFXTCN-UHFFFAOYSA-N	C10H17N	151.25	found	3-Amino-Beta-Pinene
N-Acetyl-DL-methionine	6180.0	N-Acetyl-DL-methionine	CC(=O)NC(CCSC)C(=O)O	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)	XUYPXLNMDZIRQH-UHFFFAOYSA-N	C7H13NO3S	191.25	found	N-Acetyl-DL-methionine
myristyl sulfate	5248.0	myristyl sulfate	CCCCCCCCCCCCCCOS(=O)(=O)O	InChI=1S/C14H30O4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-19(15,16)17/h2-14H2,1H3,(H,15,16,17)	URLJMZWTXZTZRR-UHFFFAOYSA-N	C14H30O4S	294.45	found	myristyl sulfate
9-Octadecenamide, (Z)-	5283387.0	Oleamide	CCCCCCCCC=CCCCCCCCC(=O)N	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	FATBGEAMYMYZAF-KTKRTIGZSA-N	C18H35NO	281.5	found	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
Phenylalanine_Glyceraldehyde (known isomers: 0; isobaric peaks in run: 0)								not_found	Phenylalanine_Glyceraldehyde (known isomers: 0; isobaric peaks in run: 0)
NADH	439153.0	NADH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	BOPGDPNILDQYTO-NNYOXOHSSA-N	C21H29N7O14P2	665.4	found	NADH
5'-adenylic acid	6083.0	5'-adenylic acid	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	UDMBCSSLTHHNCD-KQYNXXCUSA-N	C10H14N5O7P	347.22	found	5'-adenylic acid
"""1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one"""								not_found	"""1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040"""
2'-Aminoacetophenone	11086.0	2'-Aminoacetophenone	CC(=O)C1=CC=CC=C1N	InChI=1S/C8H9NO/c1-6(10)7-4-2-3-5-8(7)9/h2-5H,9H2,1H3	GTDQGKWDWVUKTI-UHFFFAOYSA-N	C8H9NO	135.16	found	2'-Aminoacetophenone
Decynediol, tetramethyl, di(2-hydroxyethyl) ether								not_found	Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14
cellobiose	439178.0	cellobiose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12+/m1/s1	GUBGYTABKSRVRQ-CUHNMECISA-N	C12H22O11	342.3	found	cellobiose CollisionEnergy:102040
[2,3-di(heptadecanoyloxy)propyl] 2,3-dihydroxypropyl phosphate								not_found	[2,3-di(heptadecanoyloxy)propyl] 2,3-dihydroxypropyl phosphate
Dodecylbenzenesulfonic acid								not_found	Dodecylbenzenesulfonic acid
Contaminants septum vial Thermo C4000-53 and C4000-54 serie								not_found	Contaminants septum vial Thermo C4000-53 and C4000-54 serie
Glycan Lacto-N-biose								not_found	Spectral Match to Glycan Lacto-N-biose from NIST14
1-Pentadecanoyl-sn-glycero-3-phosphocholine	24779458.0	1-pentadecanoyl-sn-glycero-3-phosphocholine	CCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	InChI=1S/C23H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24(2,3)4/h22,25H,5-21H2,1-4H3/t22-/m1/s1	RJZVWDTYEWCUAR-JOCHJYFZSA-N	C23H48NO7P	481.6	found	Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14
2,6-Di-tert-butyl-4-hydroxymethylphenol	6929.0	2,6-Di-tert-butyl-4-(hydroxymethyl)phenol	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CO	InChI=1S/C15H24O2/c1-14(2,3)11-7-10(9-16)8-12(13(11)17)15(4,5)6/h7-8,16-17H,9H2,1-6H3	HNURKXXMYARGAY-UHFFFAOYSA-N	C15H24O2	236.35	found	Spectral Match to 2,6-Di-tert-butyl-4-hydroxymethylphenol from NIST14
Benzyltetradecyldimethylammonium								not_found	Spectral Match to Benzyltetradecyldimethylammonium from NIST14
Benzyldodecyldimethylammonium	8754.0	Benzododecinium	CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	InChI=1S/C21H38N/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21/h13-15,17-18H,4-12,16,19-20H2,1-3H3/q+1	CYDRXTMLKJDRQH-UHFFFAOYSA-N	C21H38N+	304.5	found	Spectral Match to Benzyldodecyldimethylammonium from NIST14
Benzododecinium	8754.0	Benzododecinium	CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	InChI=1S/C21H38N/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21/h13-15,17-18H,4-12,16,19-20H2,1-3H3/q+1	CYDRXTMLKJDRQH-UHFFFAOYSA-N	C21H38N+	304.5	found	Benzododecinium
"""6-[(2-hydroxyethyl)amino]-5-iodo-1,3-dihydropyrimidine-2,4-dione"""								not_found	"""6-[(2-hydroxyethyl)amino]-5-iodo-1,3-dihydropyrimidine-2,4-dione CollisionEnergy:102040"""
